id,p
1,0.10239520958083818
2,0.10440414507772017
3,0.11943262411347502
4,0.48961748633879754
5,0.4022656249999999
6,0.0999999999999999
7,1.1882474226804123
8,0.4022656249999999
9,0.4022656249999999
10,0.48961748633879754
11,0.10815068493150662
12,0.11943262411347502
13,0.11414414414414402
14,0.11943262411347502
15,0.11943262411347502
16,0.6559872611464969
17,0.6559872611464969
18,0.6559872611464969
19,0.48961748633879754
20,0.156436170212766
21,0.11943262411347502
22,0.11943262411347502
23,0.12754601226993856
24,0.6559872611464969
25,0.11943262411347502
26,0.08025862068965524
27,0.113986928104575
28,0.113986928104575
29,0.11414414414414402
30,0.4297368421052632
31,0.31623711340206184
32,0.113986928104575
33,0.113986928104575
34,0.113986928104575
35,0.113986928104575
36,0.11943262411347502
37,0.11135294117647045
38,0.11135294117647045
39,0.113986928104575
40,0.11943262411347502
41,0.10815068493150662
42,0.11135294117647045
43,0.12754601226993856
44,0.11135294117647045
45,0.0999999999999999
46,0.11943262411347502
47,0.10239520958083818
48,0.11414414414414402
49,0.113986928104575
50,0.31623711340206184
51,0.4022656249999999
52,0.31623711340206184
53,0.48961748633879754
54,0.31623711340206184
55,0.11008928571428558
56,0.11008928571428558
57,0.10440414507772017
58,0.6559872611464969
59,0.12754601226993856
60,0.31623711340206184
61,0.31623711340206184
62,0.31623711340206184
63,0.48961748633879754
64,0.31623711340206184
65,0.10239520958083818
66,0.0999999999999999
67,0.10239520958083818
68,0.48961748633879754
69,0.48961748633879754
70,0.4022656249999999
71,0.113986928104575
72,0.11008928571428558
73,0.113986928104575
74,0.6559872611464969
75,0.4297368421052632
76,0.48961748633879754
77,0.31623711340206184
78,0.48961748633879754
79,0.4022656249999999
80,0.113986928104575
81,0.10239520958083818
82,0.10239520958083818
83,0.4297368421052632
84,0.31623711340206184
85,0.48961748633879754
86,0.31623711340206184
87,0.113986928104575
88,0.113986928104575
89,0.11008928571428558
90,0.113986928104575
91,0.10815068493150662
92,0.113986928104575
93,0.113986928104575
94,0.11135294117647045
95,0.10739999999999979
96,0.10440414507772017
97,0.10440414507772017
98,0.11135294117647045
99,0.10239520958083818
100,0.10239520958083818
101,0.10815068493150662
102,0.10239520958083818
103,0.6559872611464969
104,0.2621259842519686
105,0.10239520958083818
106,0.48961748633879754
107,0.6559872611464969
108,0.48961748633879754
109,0.6559872611464969
110,0.6559872611464969
111,0.48961748633879754
112,0.10739999999999979
113,0.10739999999999979
114,0.1036974789915965
115,0.10239520958083818
116,0.13776699029126196
117,0.10440414507772017
118,0.4297368421052632
119,0.6559872611464969
120,0.6559872611464969
121,0.4022656249999999
122,0.10739999999999979
123,0.10239520958083818
124,0.6559872611464969
125,0.4022656249999999
126,0.4022656249999999
127,0.4022656249999999
128,0.11135294117647045
129,0.113986928104575
130,0.113986928104575
131,0.12754601226993856
132,0.13776699029126196
133,0.4297368421052632
134,0.156436170212766
135,0.10739999999999979
136,0.10239520958083818
137,0.10239520958083818
138,0.10440414507772017
139,0.13776699029126196
140,0.1036974789915965
141,0.10739999999999979
142,0.0999999999999999
143,0.0999999999999999
144,0.10239520958083818
145,0.10440414507772017
146,0.10239520958083818
147,0.10239520958083818
148,0.0999999999999999
149,0.0999999999999999
150,0.10440414507772017
151,0.0999999999999999
152,0.10239520958083818
153,0.10239520958083818
154,0.10239520958083818
155,0.0999999999999999
156,0.11135294117647045
157,0.10239520958083818
158,0.4022656249999999
159,0.6559872611464969
160,0.4022656249999999
161,0.48961748633879754
162,0.2621259842519686
163,0.10739999999999979
164,0.4022656249999999
165,0.4022656249999999
166,0.48961748633879754
167,0.6559872611464969
168,0.6559872611464969
169,0.6559872611464969
170,0.1036974789915965
171,0.10739999999999979
172,0.0999999999999999
173,0.0999999999999999
174,0.48961748633879754
175,0.48961748633879754
176,0.48961748633879754
177,0.4022656249999999
178,0.31623711340206184
179,0.10239520958083818
180,0.08025862068965524
181,0.10440414507772017
182,0.6559872611464969
183,0.13776699029126196
184,0.31623711340206184
185,0.48961748633879754
186,0.48961748633879754
187,0.10739999999999979
188,0.0999999999999999
189,0.10239520958083818
190,0.4022656249999999
191,0.31623711340206184
192,0.4297368421052632
193,0.10239520958083818
194,0.0999999999999999
195,0.13776699029126196
196,0.10239520958083818
197,0.0999999999999999
198,0.0999999999999999
199,0.11135294117647045
200,0.0999999999999999
201,0.10239520958083818
202,0.10239520958083818
203,0.10739999999999979
204,0.10239520958083818
205,0.10239520958083818
206,0.13776699029126196
207,0.10239520958083818
208,0.0999999999999999
209,0.10239520958083818
210,0.10239520958083818
211,0.10239520958083818
212,0.0999999999999999
213,0.10739999999999979
214,0.0999999999999999
215,0.0999999999999999
216,0.10239520958083818
217,0.11135294117647045
218,0.0999999999999999
219,0.13776699029126196
220,0.10239520958083818
221,0.13776699029126196
222,0.48961748633879754
223,0.4022656249999999
224,0.6559872611464969
225,0.6559872611464969
226,0.48961748633879754
227,0.10739999999999979
228,0.13776699029126196
229,0.6559872611464969
230,0.156436170212766
231,0.31623711340206184
232,0.4297368421052632
233,0.4022656249999999
234,0.48961748633879754
235,0.10815068493150662
236,0.13776699029126196
237,0.11008928571428558
238,0.10815068493150662
239,0.10815068493150662
240,0.4297368421052632
241,0.4022656249999999
242,0.31623711340206184
243,0.10239520958083818
244,0.10440414507772017
245,0.2621259842519686
246,0.31623711340206184
247,0.4297368421052632
248,0.4022656249999999
249,0.48961748633879754
250,0.4022656249999999
251,0.48961748633879754
252,0.31623711340206184
253,0.11943262411347502
254,0.10239520958083818
255,0.10440414507772017
256,0.2621259842519686
257,0.11943262411347502
258,0.10239520958083818
259,0.10239520958083818
260,0.11414414414414402
261,0.10239520958083818
262,0.113986928104575
263,0.12754601226993856
264,0.11135294117647045
265,0.10239520958083818
266,0.11414414414414402
267,0.11414414414414402
268,0.10440414507772017
269,0.113986928104575
270,0.11008928571428558
271,0.0999999999999999
272,0.11135294117647045
273,0.11135294117647045
274,0.10815068493150662
275,0.10440414507772017
276,0.10239520958083818
277,0.08025862068965524
278,0.4297368421052632
279,0.31623711340206184
